Death No.,Season,Episode,Victim_Allegiance,Character_ID,Character_Name,Victim,Method,Location,Victim URL,Location_ID
1703,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1704,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1705,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1706,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1707,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1708,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1709,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1710,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1711,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1712,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1713,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1714,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1715,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1716,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1717,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1718,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1719,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1720,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1721,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1722,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1723,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1724,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1725,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1726,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1727,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1728,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1729,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1730,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1731,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1732,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1733,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1734,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1735,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1736,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1737,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1738,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1739,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1740,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1741,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1742,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1743,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1744,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1745,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1746,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1747,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1748,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1749,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1750,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1751,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1752,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1753,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1754,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1755,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1756,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1757,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1758,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1759,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1760,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1761,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1762,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1763,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1764,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1765,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1766,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1767,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1768,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1769,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1770,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1771,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1772,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1773,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1774,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1775,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1776,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1777,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1778,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1779,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1780,8,5,House Lannister,CH080,Grey Worm,Golden Company soldier,Spear,King's Landing,,
1781,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1782,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1783,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1784,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1785,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1786,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1787,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1788,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1789,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1790,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1791,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1792,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1793,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1794,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1795,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1796,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1797,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1798,8,5,House Lannister,CH055,Dothraki man,Golden Company soldier,Arakh,King's Landing,,
1799,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1800,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1801,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1802,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1803,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1804,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1805,8,5,House Lannister,CH230,Stark Soldier,Golden Company soldier,Sword,King's Landing,,
1806,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1807,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1808,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1809,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1810,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1811,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1812,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1813,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1814,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1815,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1816,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1817,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1818,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1819,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1820,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1821,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1822,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1823,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1824,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1825,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1826,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1827,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1828,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1829,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1830,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1831,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1832,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1833,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1834,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1835,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1836,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1837,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1838,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1839,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1840,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1841,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1842,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1843,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1844,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1845,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1846,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1847,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1848,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1849,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1850,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1851,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1852,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1853,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1854,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1855,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1856,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1857,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1858,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1859,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1860,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1861,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1862,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1863,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1864,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1865,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1866,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1867,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1868,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1869,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1870,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1871,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1872,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1873,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1874,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1875,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1876,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1877,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1878,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1879,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1880,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1881,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1882,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1883,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1884,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1885,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1886,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1887,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1888,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1889,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1890,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1891,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1892,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1893,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1894,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1895,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1896,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1897,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1898,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1899,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1900,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1901,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1902,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1903,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1904,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1905,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1906,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1907,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1908,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1909,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1910,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1911,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1912,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1913,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1914,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1915,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1916,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1917,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1918,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1919,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1920,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1921,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1922,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1923,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1924,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1925,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1926,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1927,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1928,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1929,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1930,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1931,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1932,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1933,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1934,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1935,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1936,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1937,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1938,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1939,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1940,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1941,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1942,8,5,House Lannister,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1943,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1944,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1945,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1946,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1947,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1948,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1949,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1950,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1951,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1952,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1953,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1954,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1955,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
