Character_ID,Character_Name,Species,House,Parents,Siblings,Spouse,Children,Status,Weapon of Choice,Place of Death,Notable Kills,Lore,ImageURL,House_URL
CH263,Unsullied,Human (Unsullied),Not Available,Not Available,Not Available,Not Available,Not Available,Dead,"Spear, shield",Various,Sons of the Harpy,"Slaves once, warriors now.
They marched without fear, without pause, without question.
Daenerys gave them choice. They chose her.
And when the fire ended, they sailed—not for conquest, but for peace.",,
CH264,Unsullied Soldier,Human (Unsullied),Not Available,Not Available,Not Available,Not Available,Not Available,Dead,"Spear, shield",Meereen,Not Available,Generic term for soldiers from the Unsullied army (eunuch slaves trained for war).,,
CH265,Vardis Egen,Human,House Egen,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Meereen,Not Available,"Sworn shield of the Vale. He died in single combat against Bronn, armored in honor, outmatched by cunning.",,
CH266,Varys,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,The Eyrie,Not Available,"The Spider, master of whispers. He played the game better than most, but truth and loyalty cost him his life in dragonfire.",,
CH267,Vayon Poole,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,King's Landing,Not Available,"Steward of Winterfell, father to Jeyne. Taken and killed in the purge following Ned Stark's downfall.",,
CH268,Viserion,Dragon,House Targaryen,Daenerys Targaryen,Drogon and Rhaegal,None,Not Available,Undead,Fire/Ice breath,King's Landing,Not Available,"Named for a brother, born of fire, reborn in ice.
Viserion died over the Wall, and rose with blue flame in his chest.
He broke the Wall, led the dead, and fell to Arya’s knife through the Night King.
A dragon of two deaths—each one more sorrowful than the last.",,
CH269,Viserys Targaryen,Human,House Targaryen,"Aerys II Targaryen, Rhaella Targaryen","Rhaegar Targaryen, Daenerys Targaryen",None,None,Dead,Not Available,North of the Wall,Not Available,"The beggar king, cruel and desperate. Crowned with molten gold by Khal Drogo, he learned the hard way that true dragons do not burn.",,
CH270,Walda Frey,Human,House Frey,Merrett Frey,Not Available,Roose Bolton,Ramsay Bolton (through marriage),Dead,Not Available,Vaes Dothrak,Not Available,"""Fat Walda,"" married to Roose Bolton. Her trust in her husband ended with Ramsay feeding her to his hounds.",,
CH271,Walder Frey,Human,House Frey,Not Available,Not Available,Multiple wives,Many children,Dead,Not Available,King's Landing,The Red Wedding,"Lord of the Twins, architect of the Red Wedding. Slain by Arya, his legacy stained with treachery and blood.",,
CH272,Walder Rivers,Human,House Frey (bastard),Walder Frey,Not Available,Not Available,Not Available,Dead,Sword,Winterfell,Not Available,"A bastard Frey, cunning and cruel.
He served in the shadows of greater betrayals.
Arya slit his throat before he could beg—and no one missed his name.",,
CH273,Wallen,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,The Twins,Not Available,"A faceless soldier or servant in the game of thrones. His tale, if ever told, has faded into the silence of the dead.",,
CH274,Waymar Royce,Human,House Royce,Yohn Royce,Robar Royce,None,None,Dead,Not Available,Riverlands,Not Available,Young and proud ranger of the Night's Watch. Met the White Walkers and died with fear freezing on his blade.,,
CH275,White Rat,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Winterfell,Not Available,An Unsullied seeking solace in the brothels of Meereen. His death became a symbol of rebellion against Daenerys's reign.,,
CH276,White Walker,Human,White Walkers,Not Available,Not Available,Not Available,Not Available,Dead,"Ice spear, sword",Beyond the Wall,Many humans,"Eyes of ice, touch of death.
Born of men, twisted by magic.
They marched in silence, shattered steel, and raised armies from dust.
Only dragonglass and Valyrian steel could unmake them.
And unmade they were.",,
CH277,Wight,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Undead,Weapons of former selves,King's Landing,Not Available,"The dead don’t rest in the far North.
They rise. Skin rotted, eyes blue, silent but relentless.
Men, women, giants, even beasts—death made uniform.
They are what waits when the fire fades.",,
CH278,Wildling,Human,Free Folk,Not Available,Not Available,Not Available,Not Available,Dead,"Axes, bows, clubs",Various,Not Available,"Free Folk, unbowed by crown or wall.
They hunted, loved, and died beyond the realm’s reach.
To the South, they were savages. To each other, they were kin.
They followed Mance Rayder, died for Jon Snow, and bled for freedom.",,
CH279,Wildling Leader,Human,Free Folk,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Various,Not Available,"A nameless giant among the free folk. He led, he fought, he died — swallowed by the snow and remembered only in stories.",,
CH280,Wildling giant,Human,Free Folk,Not Available,Not Available,Not Available,Not Available,Dead,"Clubs, fists",Various,Not Available,Giant allied with the Free Folk; participated in battles against the Night's Watch.,,
CH281,Will,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Castle Black,Not Available,A ranger of the Night’s Watch. He witnessed the truth beyond the Wall and died for it at the hand of his own Lord Commander.,,
CH282,Willem Lannister,Human,House Lannister,Kevan Lannister,Lancel Lannister,None,None,Dead,Not Available,Riverlands,Not Available,"A young captive of the Starks. Executed by Rickard Karstark, his death unraveled loyalties in Robb's camp.",,
CH283,Wun Wun,Giant,Free Folk,Not Available,Not Available,Not Available,Not Available,Dead,Whatever is handy,Winterfell,Not Available,Giant who allied with the Free Folk and fought valiantly in the Battle of the Bastards.,,
CH284,Xaro Xhoan Daxos,Human,Not Available,Not Available,Not Available,None,None,Dead,Not Available,Qarth,Not Available,A merchant prince of Qarth. He betrayed Daenerys and was locked in his vaults — a rich man suffocating on greed.,,
CH285,Yara House Greyjoy,Human,House Greyjoy,Balon Greyjoy and Alannys Harlaw,"Rodrik Greyjoy, Maron Greyjoy, and Theon Greyjoy",Not Available,None,Alive,"Daggers, sword",King's Landing,Not Available,"Ironborn daughter, salt-slick and steel-hearted.
She captained ships, saved Theon, and fought for her people.
When Euron took her, she did not break.
When Daenerys came, she offered her sails.
She lived—a rare feat for a House Greyjoy—and ruled with grit, not gods.",,
CH286,Ygritte,Human,Free Folk,Not Available,Not Available,None,None,Dead,Bow and arrow,Castle Black,Not Available,"A spearwife kissed by fire.
She loved Jon Snow with blade and breath, and died whispering the truth he never stopped hearing.
""You know nothing, Jon Snow.""
And in her death, he learned everything.",,
CH287,Yoren,Human,Night’s Watch,Not Available,Not Available,Not Available,None,Dead,Sword,Castle Black,None,"Recruitment ranger and brother of the Watch, grizzled and grim.
He smuggled Arya to safety, protected the innocent with blade and bite.
When Lannisters came, he fought until his body was riddled with bolts.
He died standing, sword in hand.
That’s the only death worth having.",,
CH288,Yunkai soldier,Human,Yunkai,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Meereen,Not Available,"Fodder for dragons and revolution. They fought for slave masters and died by Unsullied blades. Guardians of chains and slavers, polished gold atop rotting hearts. They fell to Unsullied spears and dragonfire, their names lost in the sand. History remembers only the flame that freed their slaves.",,
CH289,Zalla,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Not Available,Not Available,"One of Craster’s many daughters, born into abuse and fear. Her life, like many of her sisters’, was a cry in the cold silence of the Haunted Forest.",,
CH290,Drogon,Dragon,House Targaryen,Daenerys Targaryen,Rhaegal and Viserion,None,Not Available,Alive,Fire breath,Not Available,Not Available,"Last of the living flame. Black as night, fire incarnate.
He carried Daenerys across oceans and skies, burned her enemies to ash, and melted the Iron Throne with one roar.
When she died, he carried her into legend.
Some say he still flies, a god among crows. Others say he vanished with her soul.",,
CH291,Sansa Stark,Human,House Stark,"Ned Stark, Catelyn Stark","Arya Stark, Robb Stark, Jon Snow, Bran Stark, Rickon Stark",Tyrion Lannister and Ramsay Bolton,None,Alive,Not Available,Not Available,Not Available,"Sansa Stark, the red-haired wolf of Winterfell, was born into nobility but cast early into a cruel game of thrones. Sent south with dreams of courtly romance, she became a political hostage of the Lannisters, a pawn in the war that would shatter the Seven Kingdoms. Under Queen Cersei’s withering eye and Joffrey’s sadistic cruelty, her innocence was burned away.
She bore the burden of silence, surviving with poise where others fell in fury. Her time in King’s Landing, the Vale, and Winterfell shaped her into a keen political mind, refined by Littlefinger’s manipulation and tempered by the horror of Ramsay Bolton’s cruelty.
At war's end, she declared the North an independent realm once more, crowned as Queen in the North—a monarch forged not of steel and fire, but of ice and wisdom.",,
CH292,Nymeria,Direwolf,House Stark,Not Available,"Ghost, Grey Wind, Lady, Shaggydog, Summer",Not Available,None,Alive,Teeth and claws,Not Available,Lannister soldiers,"Named for the warrior-queen of Rhoynar legend, Nymeria was no common beast. She was of the direwolves—ancient guardians of the North, thought long vanished until the Stark children each found one in the snow.
Fierce and protective, she defended Arya even as a pup, biting Prince Joffrey to save her from his wrath. To protect her companion, Arya cast Nymeria into the wild, an exile that spared her from Cersei’s vengeance.
In the wilderness, Nymeria did not die. She grew, commanding a monstrous pack that haunted the Riverlands, known in whispers and fearful tales told by broken men. When she and Arya were at last reunited, the bond remained, though the paths of wolf and woman had diverged. A creature of the free wild, Nymeria chose not to return to chains or castles.",,
CH293,Gilly,Human,House Tarley,Not Available,Not Available,Not Available,Little Sam,Alive,Not Available,Not Available,Not Available,"Born among the cold and cruelty of Craster’s Keep, Gilly was one of many daughters born into a twisted and incestuous existence. She bore a child by Craster, and when the men of the Night’s Watch came north, she found a rare ally in the gentle heart of Samwell Tarly.
Together they fled the darkness of the far North, braving both wights and wildlings. Gilly saw the Wall, crossed it, and in time came to dwell among the learned men of Oldtown, where she began to shed her fear and ignorance.
Though she bore no sword and claimed no title, her survival was a quiet act of defiance. In her love for Sam and care for Little Sam, she helped preserve a fragment of hope and humanity as the world tumbled into war and winter.",,
CH294,Hot Pie,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Alive,Not Available,Not Available,Not Available,"Once a frightened boy fleeing the City of Kings, Hot Pie was among the ragged band of orphans swept up by Lannister soldiers after the fall of Harrenhal. He traveled briefly with Arya Stark, Gendry, and others, more concerned with food than war or lineage.
Where others saw death, he saw kitchens. Left behind at the Inn of the Crossroads, Hot Pie embraced the art of baking with a passion unmatched by blades or banners. His direwolf-shaped bread became legend among travelers, a symbol of stubborn joy amid ruin.
Though absent from the great battles and bloody reckonings, Hot Pie endured. In a land where survival itself became a rare magic, he found peace in dough and fire.",,
CH295,Robin Arryn,Human,House Arryn,"Lysa Tully, Jon Arryn",Not Available,Not Available,Not Available,Alive,Not Available,Not Available,Not Available,"Robin Arryn, Lord of the Eyrie, was raised amid the clouds—coddled, frail, and prone to fits. His mother, Lady Lysa, doted upon him to a suffocating degree, shaping him into a boy-king feared by no one and mocked by many.
After her sudden death and the arrival of Petyr Baelish, Robin became a pawn in a larger game. Left under the guidance of the Vale’s great houses and tutored by Baelish, he grew slowly into a more capable, if still strange, lord.
He reemerged during the final reckoning of Westeros, lending the Vale’s knights to the Stark cause. Though no warrior himself, Robin’s political weight as Warden of the East helped stabilize the realm in the wars' wake.",,
CH296,Edmure Tully,Human,House Tully,Hoster Tully,"Catelyn Stark, Lysa Tully",Roslin Frey,Not Available,Alive,Not Available,Not Available,Not Available,"Edmure Tully was a lord of fair heart but faltering hand. Brave, but not bold; loyal, but not cunning. As heir to Riverrun, he stood firm against the Lannisters during the War of the Five Kings, earning victories but also making grave miscalculations.
Most infamous was his role in the Red Wedding, where he was married to Roslin Frey as a trap to draw the Starks into Walder Frey’s ambush. He alone survived the massacre, kept as a hostage, a token of shame.
Freed in time, he was mocked in Dragonpit council for attempting to claim kingship, yet he endured. In the end, Edmure returned to Riverrun, a relic of the old Riverlands—wounded in pride, but unbroken in spirit.",,
CH297,Old Nan,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Old Nan was the oldest living soul in Winterfell, her face a map of wrinkles, her voice a thread to the forgotten past. Once a wet nurse, she outlived generations of Starks and became the keeper of their hearth-side legends.
She spoke of the Long Night, of White Walkers and giants, of the Night King and children of the forest—not with fear, but with the heavy certainty of memory. To the young Stark children, she was both a source of comfort and a conduit for ancient dread.
When Winterfell fell to Theon and later to the Boltons, her fate was never confirmed. Yet her words endured, and as the Long Night crept once more across the North, many wondered if her tales were not stories at all—but prophecy, misremembered.",,
CH298,Septa Unella,Human,Faith Militant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Septa Unella was a devout and unforgiving servant of the Faith of the Seven, a zealot robed in plain grey and armored in iron certainty. As a septa of the Most Devout, she served the High Sparrow in the Faith Militant’s rise to power during the final days of House Baratheon’s reign.

When Queen Cersei Lannister fell into the Faith’s grip, it was Unella who became her keeper and tormentor. With a bell in one hand and righteousness in the other, she marched Cersei naked through the streets of King’s Landing, chanting “Shame” with cold, ritualistic precision. She became a living symbol of the Faith’s harsh justice, her impassive gaze a blade sharper than steel.

But the wheel turns swiftly in Westeros. When Cersei returned to power through wildfire and wrath, it was Unella who found herself chained. Left to the mercy of the Queen and the monstrous Ser Gregor Clegane, her screams echoed deep in the Red Keep’s dungeons—then faded into silence.

Her final fate was never revealed, though some whisper she died a slow death beneath the castle, while others say she still lingers, broken and forgotten. Either way, her legacy lives on—in bell chimes and nightmares.",,
