Death_No.,Season,Episode,Character_ID,Victim_House,Character_Name,Victim,Victim_URL,Method,Location,Location_ID
1646,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1647,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1648,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1649,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1650,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1651,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1652,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1653,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1654,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1655,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1656,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1657,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1658,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1659,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1660,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1661,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1662,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1663,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1664,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1665,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1666,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1667,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1668,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1669,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1670,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1671,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1672,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1673,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1674,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1675,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1676,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1677,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1678,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1679,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1680,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1681,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1682,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1683,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1684,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1685,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1686,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1687,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1688,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1689,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1690,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1691,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1692,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1693,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1694,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1695,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1696,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1697,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1698,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1699,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1700,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1701,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1702,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1703,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1704,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1705,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1706,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1707,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1708,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1709,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1710,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1711,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1712,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1713,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1714,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1715,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1716,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1717,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1718,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1719,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1720,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1721,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1722,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1723,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1724,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1725,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1726,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1727,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1728,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1729,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1730,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1731,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1732,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1733,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1734,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1735,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1736,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1737,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1738,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1739,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1740,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1741,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1742,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1743,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1744,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1745,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1746,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1747,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1748,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1749,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1750,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1751,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1752,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1753,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1754,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1755,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1756,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1757,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1758,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1759,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1760,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1761,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1762,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1763,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1764,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1765,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1766,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1767,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1768,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1769,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1770,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1771,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1772,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1773,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1774,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1775,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1776,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
